Location,Depth,DOY,REP,Species_Code,Species_Name,Cell_Density_L,Biomass_mg_m3,Length_um,Width_um,Cell_Volume_um3,Group,Description_Code,Phylum,Family,Genus,Species,name_code
Buffalo Pound,0.8,256,REP1,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,31000,576.87,335,10.3,18608.8,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
Buffalo Pound,0.8,256,REP1,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,164000,1192.87,350,6.3,7273.6,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
Buffalo Pound,0.8,256,REP1,P2105,Chlamydomonas spp.,79366,4.19,6.3,4,52.8,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,spp.,Chl.spp
Buffalo Pound,0.8,256,REP1,P2109,Volvox aureus  Ehrenberg,4000,10.72,0,0,2680,Chlorophyte,PHYT,Chlorophyta,Volvocaceae,Volvox,aureus,Vol.aur
Buffalo Pound,0.8,256,REP1,P2113,Pediastrum duplex Meyen,23000,45.2,0,0,1965,Chlorophyte,PHYT,Chlorophyta,Hydrodictyaceae,Pediastrum,duplex,Ped.dup
Buffalo Pound,0.8,256,REP1,P2121,Oocystis lacustris Chodat,2698444,135.73,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Oocystis,lacustris,Ooc.lac
Buffalo Pound,0.8,256,REP1,P2130,Scenedesmus quadricauda (Turp.) Brebisson,1904784,72.76,8,3.7,38.2,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,quadricauda,Sce.qua
Buffalo Pound,0.8,256,REP1,P2136,Dictyosphaerium pulchellum Wood,17698618,2001.71,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
Buffalo Pound,0.8,256,REP1,P2154,Coelastrum microporum Naegeli,2000,7,0,0,3500,Chlorophyte,PHYT,Chlorophyta,Coelastraceae,Coelastrum,microporum,Coe.mic
Buffalo Pound,0.8,256,REP1,P2171,Closterium kuetzingii Brebisson,9000,25.19,198,6,2799.2,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,kuetzingii,Clo.kue
Buffalo Pound,0.8,256,REP1,P2193,Staurodesmus paradoxum Meyen,1000,2.11,24,21,2111.2,Chlorophyte,PHYT,Chlorophyta,Desmidiaceae,Staurodesmus,paradoxum,Sta.par
Buffalo Pound,0.8,256,REP1,P2235,Ankistrodesmus spiralis Lemmermann,1627003,79.24,31,2,48.7,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Ankistrodesmus,spiralis,Ank.spi
Buffalo Pound,0.8,256,REP1,P2255,Selenastrum copricornutum Printz,21865333,231.77,7,1.7,10.6,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
Buffalo Pound,0.8,256,REP1,P3301,Euglena acus Ehrenberg,6000,43.43,96,12,7238.2,Euglenophyte,PHYT,Euglenophyta,Euglenaceae,Euglena,acus,Eug.acu
Buffalo Pound,0.8,256,REP1,P4351,Small chrysophyceae,238098,1.33,2.2,2.2,5.6,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
Buffalo Pound,0.8,256,REP1,P5508,Cyclotella pseudostelligera,3015908,1998.64,7.5,15,662.7,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,psuedostelligera,Cyc.psu
Buffalo Pound,0.8,256,REP1,P5509,Cyclotella ocellata Pant.,1071441,107.68,4,8,100.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,ocellata,Cyc.oce
Buffalo Pound,0.8,256,REP1,P5515,Fragilaria crotonensis Kitton,11000,4.52,98,4,410.5,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
Buffalo Pound,0.8,256,REP1,P5530,Stephanodiscus niagarae Ehrenberg,5000,163.34,27.5,55,32667.7,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Stephanodiscus,niagarae,Ste.nia
Buffalo Pound,0.8,256,REP1,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,30000,236.06,230,6.6,7868.7,Diatom,PHYT,Chrysophyta,Melosiroideae,Aulacoseira,italica,Aul.ita
Buffalo Pound,0.8,256,REP1,P5551,Cyclotella michiganiana Skvortzow,6785793,129.61,2.3,4.6,19.1,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
Buffalo Pound,0.8,256,REP1,P6554,Rhodomonas minuta Skuja,277781,19.64,10,4.5,70.7,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
Buffalo Pound,0.8,256,REP1,P6558,Cryptomonas erosa Ehrenberg,21000,27.44,26,12,1306.9,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
Buffalo Pound,0.8,256,REP1,P6568,Katablepharis ovalis Skuja,79366,3.2,7.6,4,40.3,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
Buffalo Pound,0.8,256,REP1,P7640,Peridinium goslaviense Woloszynska,1000,33.51,40,40,33510.3,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,goslaviense,Per.gos
Buffalo Pound,0.8,260,REP1,P1026,Merismopedia tenuissima Lemmermann,1031758,10.32,0,0,10,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Merismopedia,tenuissima,Mer.ten
Buffalo Pound,0.8,260,REP1,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,495000,346.5,0,0,700,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Woronichinia,compacta,Wor.com
Buffalo Pound,0.8,260,REP1,P1078,Planktothrix agardhii (Gom.) Anagnostidis and Komarek,630000,6412.64,360,6,10178.8,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktothrix,agardhii,Pla.aga
Buffalo Pound,0.8,260,REP1,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,11000,135.65,222,10.3,12331.8,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
Buffalo Pound,0.8,260,REP1,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,21000,101.34,225,6.4,4825.5,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
Buffalo Pound,0.8,260,REP1,P2113,Pediastrum duplex Meyen,16000,49.6,0,0,3100,Chlorophyte,PHYT,Chlorophyta,Hydrodictyaceae,Pediastrum,duplex,Ped.dup
Buffalo Pound,0.8,260,REP1,P2136,Dictyosphaerium pulchellum Wood,7341355,830.31,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
Buffalo Pound,0.8,260,REP1,P2154,Coelastrum microporum Naegeli,2000,5.36,0,0,2680,Chlorophyte,PHYT,Chlorophyta,Coelastraceae,Coelastrum,microporum,Coe.mic
Buffalo Pound,0.8,260,REP1,P2171,Closterium kuetzingii Brebisson,4000,13.21,193,6.6,3301.5,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,kuetzingii,Clo.kue
Buffalo Pound,0.8,260,REP1,P2174,Closterium sp.,9000,4.86,86,4,540.4,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,sp.,Clo.sp.
Buffalo Pound,0.8,260,REP1,P2204,Ankyra judayi (G.M. Smith) Fott,1349222,71.24,14,3.1,52.8,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Ankrya,judai,Ank.jud
Buffalo Pound,0.8,260,REP1,P3301,Euglena acus Ehrenberg,5000,31.99,101,11,6398.9,Euglenophyte,PHYT,Euglenophyta,Euglenaceae,Euglena,acus,Eug.acu
Buffalo Pound,0.8,260,REP1,P4351,Small chrysophyceae,3214323,18,2.2,2.2,5.6,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
Buffalo Pound,0.8,260,REP1,P4355,Chrysochromulina parva Lackey,39683,2.6,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
Buffalo Pound,0.8,260,REP1,P5508,Cyclotella pseudostelligera,1587320,684.77,6.5,13,431.4,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,psuedostelligera,Cyc.psu
Buffalo Pound,0.8,260,REP1,P5509,Cyclotella ocellata Pant.,9563603,961.14,4,8,100.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,ocellata,Cyc.oce
Buffalo Pound,0.8,260,REP1,P5515,Fragilaria crotonensis Kitton,15000,6.28,100,4,418.9,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
Buffalo Pound,0.8,260,REP1,P5530,Stephanodiscus niagarae Ehrenberg,1000,26.05,25.5,51,26046,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Stephanodiscus,niagarae,Ste.nia
Buffalo Pound,0.8,260,REP1,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,15000,118.22,245,6.4,7881.6,Diatom,PHYT,Chrysophyta,Melosiroideae,Aulacoseira,italica,Aul.ita
Buffalo Pound,0.8,260,REP1,P5551,Cyclotella michiganiana Skvortzow,7896917,131.88,2.2,4.4,16.7,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
Buffalo Pound,0.8,260,REP1,P6554,Rhodomonas minuta Skuja,515879,43.23,9.6,5,83.8,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
Buffalo Pound,0.8,260,REP1,P7640,Peridinium goslaviense Woloszynska,1000,33.51,40,40,33510.3,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,goslaviense,Per.gos
Buffalo Pound,0.8,269,REP1,P1026,Merismopedia tenuissima Lemmermann,5476254,54.76,0,0,10,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Merismopedia,tenuissima,Mer.ten
Buffalo Pound,0.8,269,REP1,P1075,Microcystis aeruginosa (Kutzing) Kutzing,4000,12,0,0,3000,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Microcystis,aeruginosa,Mic.aer
Buffalo Pound,0.8,269,REP1,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,315000,157.5,0,0,500,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Woronichinia,compacta,Wor.com
Buffalo Pound,0.8,269,REP1,P1078,Planktothrix agardhii (Gom.) Anagnostidis and Komarek,1035000,12876.12,440,6,12440.7,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktothrix,agardhii,Pla.aga
Buffalo Pound,0.8,269,REP1,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,18000,336.4,330,10.4,18688.7,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
Buffalo Pound,0.8,269,REP1,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,5000,23.95,210,6.6,4789.7,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
Buffalo Pound,0.8,269,REP1,P2105,Chlamydomonas spp.,3809568,188.19,5.9,4,49.4,Chlorophyte,PHYT,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,spp.,Chl.spp
Buffalo Pound,0.8,269,REP1,P2113,Pediastrum duplex Meyen,20000,39.3,0,0,1965,Chlorophyte,PHYT,Chlorophyta,Hydrodictyaceae,Pediastrum,duplex,Ped.dup
Buffalo Pound,0.8,269,REP1,P2121,Oocystis lacustris Chodat,5992133,301.4,6,4,50.3,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Oocystis,lacustris,Ooc.lac
Buffalo Pound,0.8,269,REP1,P2130,Scenedesmus quadricauda (Turp.) Brebisson,11150923,491.76,7.9,4,44.1,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,quadricauda,Sce.qua
Buffalo Pound,0.8,269,REP1,P2136,Dictyosphaerium pulchellum Wood,10635044,1202.82,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
Buffalo Pound,0.8,269,REP1,P2174,Closterium sp.,4000,1.78,71,4,446.1,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,sp.,Clo.sp.
Buffalo Pound,0.8,269,REP1,P2193,Staurodesmus paradoxum Meyen,1000,1.46,21,19,1462.4,Chlorophyte,PHYT,Chlorophyta,Desmidiaceae,Staurodesmus,paradoxum,Sta.par
Buffalo Pound,0.8,269,REP1,P2222,Treubaria sp.,79366,1.12,3,3,14.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Treubaria,sp.,Tre.sp.
Buffalo Pound,0.8,269,REP1,P2235,Ankistrodesmus spiralis Lemmermann,515879,28.37,35,2,55,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Ankistrodesmus,spiralis,Ank.spi
Buffalo Pound,0.8,269,REP1,P2255,Selenastrum copricornutum Printz,18531961,196.44,7,1.7,10.6,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
Buffalo Pound,0.8,269,REP1,P3301,Euglena acus Ehrenberg,4000,21.15,101,10,5288.3,Euglenophyte,PHYT,Euglenophyta,Euglenaceae,Euglena,acus,Eug.acu
Buffalo Pound,0.8,269,REP1,P4351,Small chrysophyceae,2222248,10.67,2.1,2.1,4.8,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
Buffalo Pound,0.8,269,REP1,P4355,Chrysochromulina parva Lackey,2698444,176.48,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
Buffalo Pound,0.8,269,REP1,P5509,Cyclotella ocellata Pant.,2460346,256.61,4.05,8.1,104.3,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,ocellata,Cyc.oce
Buffalo Pound,0.8,269,REP1,P5515,Fragilaria crotonensis Kitton,2000,0.8,96,4,402.1,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
Buffalo Pound,0.8,269,REP1,P5516,Fragilaria construens (Ehrenberg) Grunow,69000,10.41,36,4,150.8,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,construens,Fra.con
Buffalo Pound,0.8,269,REP1,P5530,Stephanodiscus niagarae Ehrenberg,3000,87.7,26.5,53,29231.9,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Stephanodiscus,niagarae,Ste.nia
Buffalo Pound,0.8,269,REP1,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,5000,51.32,300,6.6,10263.6,Diatom,PHYT,Chrysophyta,Melosiroideae,Aulacoseira,italica,Aul.ita
Buffalo Pound,0.8,269,REP1,P5551,Cyclotella michiganiana Skvortzow,6785793,156.75,2.45,4.9,23.1,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
Buffalo Pound,0.8,269,REP1,P6554,Rhodomonas minuta Skuja,1349222,78.39,9.9,4.1,58.1,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
Buffalo Pound,0.8,269,REP1,P6558,Cryptomonas erosa Ehrenberg,6000,8.54,28.3,12,1422.5,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
Buffalo Pound,0.8,269,REP1,P6565,Cryptomonas rostratiformis Skuja,3000,7.18,35,14,2394.6,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,rostratiformis,Cry.ros
Buffalo Pound,0.8,269,REP1,P6568,Katablepharis ovalis Skuja,39683,1.77,8,4,44.7,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
Buffalo Pound,0.8,269,REP1,P7640,Peridinium goslaviense Woloszynska,1000,33.51,40,40,33510.3,Dinoflagellate,PHYT,Pyrrhophyta,Peridiniaceae,Peridinium,goslaviense,Per.gos
Buffalo Pound,0.8,276,REP1,P1026,Merismopedia tenuissima Lemmermann,19365304,193.65,0,0,10,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Merismopedia,tenuissima,Mer.ten
Buffalo Pound,0.8,276,REP1,P1076,Woronichinia compacta (Lemmermann) Komarek and Hindak,585000,409.5,0,0,700,Cyanophyte,PHYT,Cyanophyta,Microcystaceae,Woronichinia,compacta,Wor.com
Buffalo Pound,0.8,276,REP1,P1078,Planktothrix agardhii (Gom.) Anagnostidis and Komarek,1080000,18627.08,610,6,17247.3,Cyanophyte,PHYT,Cyanophyta,Oscillatotiaceae,Planktothrix,agardhii,Pla.aga
Buffalo Pound,0.8,276,REP1,P1132,Anabaena crassa (Lemm.) Kom-Legn. & Crongerg,5000,26.44,101,10,5288.3,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,crassa,Ana.cra
Buffalo Pound,0.8,276,REP1,P1133,Anabaena flos-aquae (Lyngb.) Breb. & Bornet,1000,3.01,145,6.3,3013.3,Cyanophyte,PHYT,Cyanophyta,Nostocaceae,Anabaena,flos-aquae,Ana.flo
Buffalo Pound,0.8,276,REP1,P2109,Volvox aureus  Ehrenberg,1000,2.68,0,0,2680,Chlorophyte,PHYT,Chlorophyta,Volvocaceae,Volvox,aureus,Vol.aur
Buffalo Pound,0.8,276,REP1,P2113,Pediastrum duplex Meyen,7000,12.08,0,0,1725,Chlorophyte,PHYT,Chlorophyta,Hydrodictyaceae,Pediastrum,duplex,Ped.dup
Buffalo Pound,0.8,276,REP1,P2130,Scenedesmus quadricauda (Turp.) Brebisson,1746052,62.33,7.9,3.6,35.7,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,quadricauda,Sce.qua
Buffalo Pound,0.8,276,REP1,P2132,Scenedesmus denticulatus Lagerhiem,2023833,90.47,8,4,44.7,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,denticulatus,Sce.den
Buffalo Pound,0.8,276,REP1,P2136,Dictyosphaerium pulchellum Wood,7341355,830.31,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
Buffalo Pound,0.8,276,REP1,P2171,Closterium kuetzingii Brebisson,1000,2.8,198,6,2799.2,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,kuetzingii,Clo.kue
Buffalo Pound,0.8,276,REP1,P2174,Closterium sp.,6000,2.87,76,4,477.5,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,sp.,Clo.sp.
Buffalo Pound,0.8,276,REP1,P2255,Selenastrum copricornutum Printz,11428704,125.72,7.3,1.7,11,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
Buffalo Pound,0.8,276,REP1,P3301,Euglena acus Ehrenberg,2000,10.37,99,10,5183.6,Euglenophyte,PHYT,Euglenophyta,Euglenaceae,Euglena,acus,Eug.acu
Buffalo Pound,0.8,276,REP1,P4351,Small chrysophyceae,1627003,22.94,3,3,14.1,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
Buffalo Pound,0.8,276,REP1,P4355,Chrysochromulina parva Lackey,2698444,176.48,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
Buffalo Pound,0.8,276,REP1,P4358,Chrysostephanosphaera globulifera Scherffel,39683,13.21,8.6,8.6,333,Chrysophyte,PHYT,Chrysophyta,Rhizochrysidaceae,Chrysostephanospaera,globulifera,Chr.glo
Buffalo Pound,0.8,276,REP1,P5509,Cyclotella ocellata Pant.,555562,69.39,4.3,8.6,124.9,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,ocellata,Cyc.oce
Buffalo Pound,0.8,276,REP1,P5515,Fragilaria crotonensis Kitton,122000,49.06,96,4,402.1,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
Buffalo Pound,0.8,276,REP1,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,5000,44.49,245,6.8,8897.6,Diatom,PHYT,Chrysophyta,Melosiroideae,Aulacoseira,italica,Aul.ita
Buffalo Pound,0.8,276,REP1,P5551,Cyclotella michiganiana Skvortzow,4881009,119.58,2.5,5,24.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
Buffalo Pound,0.8,276,REP1,P6554,Rhodomonas minuta Skuja,238098,10.5,7.9,4,44.1,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
Buffalo Pound,0.8,276,REP1,P6558,Cryptomonas erosa Ehrenberg,11000,14.71,26.6,12,1337.1,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
Buffalo Pound,0.8,276,REP1,P6568,Katablepharis ovalis Skuja,39683,1.64,7.7,4,41.4,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
Buffalo Pound,0.8,276,REP1,P7644,Ceratium hirundinella (Muller) Schrank,4000,201.06,60,40,50265.5,Dinoflagellate,PHYT,Pyrrhophyta,Ceratiaceae,Ceratium,hirundenella,Cer.hir
